EventNameEnglish,EventNameFrench,IsGeneralElection,ElectoralDistrictNumber,ElectoralDistrictNameEnglish,ElectoralDistrictNameFrench,ReturningOfficerName,ReturningOfficeCity,PollingDate,ResignedMPPName,NameOfCandidates,PoliticalInterestCode,TotalValidBallotsCast,PercentOfTotalValidBallotsCast,Plurality,IsMemberOfPreviousLegislature
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,049,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,CHRISTOPHER GRAVES,KITCHENER,2022-Jun-02,Amy Fee,JOANNE WESTON,NDP,9118,0.26432050092764378,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,065,Mississauga—Streetsville,Mississauga—Streetsville,LINDA THOMAS,MISSISSAUGA,2022-Jun-02,Nina Tangri,JILL PROMOLI,LIB,13479,0.35481323541025033,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,119,Windsor West,Windsor-Ouest,APRIL KUZNIAK-ADAMS,WINDSOR,2022-Jun-02,Lisa Gretzky,JOHN LEONTOWICZ,PCP,11211,0.35308012093726379,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,077,Oshawa,Oshawa,JAMIE NORTON,OSHAWA,2022-Jun-02,Jennifer French,KATARINA DUNHAM,GPO,1641,0.04021171800338160,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,036,Hamilton Centre,Hamilton-Centre,RYAN LEVERTON,HAMILTON,2022-Jun-02,Andrea Horwath,NIGEL CHERIYAN,COM,225,0.00771949085669194,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,034,Haldimand—Norfolk,Haldimand—Norfolk,ANNE YURKIV,NORFOLK COUNTY,2022-Jun-02,Toby Barrett,BOBBI ANN BRADY,IND,15921,0.35047438747881216,2070,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,045,King—Vaughan,King—Vaughan,GEORGE ZOLIS,KING,2022-Jun-02,Stephen Lecce,MICHAEL DI MASCOLO,NBO,1400,0.03423233978042399,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,035,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,KIRK WILLIAMS,KAWARTHA LAKES,2022-Jun-02,Laurie Scott,BARBARA DOYLE,NDP,7692,0.15721702162449413,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,014,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,LINDA VAN AALST,OWEN SOUND,2022-Jun-02,Bill Walker,KAREN GVENTER,NDP,5817,0.13912606730286288,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,109,Toronto Centre,Toronto-Centre,CAROLYN MCGILL STROBEL,TORONTO,2022-Jun-02,Suze Morrison,RON SHAW,NAP,131,0.00375132441797199,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,025,Eglinton—Lawrence,Eglinton—Lawrence,CRAIG SPARLING,TORONTO,2022-Jun-02,Robin Martin,LAUREN DEARING,ONP,268,0.00682663406184726,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,005,Barrie—Springwater—Oro-Medonte,Barrie—Springwater—Oro-Medonte,ANITA HAMILTON-LAKING,BARRIE,2022-Jun-02,Doug Downey,HAYDEN HUGHES,NBO,1104,0.02794936708860759,0,0
